StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q3_5_TEXT,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5,Q5_4_TEXT,Q6,Q6_6_TEXT,Q7,Q9,Q10_2,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q12_21,Q12_22,Q12_23,Q12_24,Q12_25,Q12_26,Q12_27,Q12_28,Q12_29,Q12_30,Q12_31,Q12_32,Q12_33,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q12_21,Q12_22,Q12_23,Q12_24,Q12_25,Q12_26,Q12_27,Q12_28,Q12_29,Q12_30,Q12_31,Q12_32,Q12_33,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q15_3,Q16_1,Q16_2,Q17_1,Q17_2,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q22,Q22_4_TEXT,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
2020-04-20 08:44:19,2020-04-20 08:49:57,IP Address,24.168.201.214,100,338,True,2020-04-20 08:49:58,R_2DYPv2Ns2rZr6yK,,,,,34.073699951171875,-81.18630218505859375,anonymous,EN,deh36,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,,Medical profession,10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,I'm not sure,Netural,No,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel like it is less competitive,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",8,7,3,5,9,9,A few times a month,4,1,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,,
2020-04-20 08:49:53,2020-04-20 08:53:37,IP Address,72.84.121.176,100,224,True,2020-04-20 08:53:38,R_11hAjWoAKONRfXO,,,,,36.8282012939453125,-76.0236968994140625,anonymous,EN,aft13,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,,None of the above,75,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Neutral,I'm not sure,Netural,Netural,I'm not sure,Yes,I'm not sure,I'm not sure,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,6,4,4,8,8,A few times a month,4,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Male,Yes,,
2020-04-20 09:10:51,2020-04-20 09:14:23,IP Address,174.226.8.235,100,212,True,2020-04-20 09:14:24,R_2ZDes2zA1x44CNd,,,,,37.563507080078125,-77.48380279541015625,anonymous,EN,Nkm20,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,,Consultant,1,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,Yes,Yes,Yes,Yes,Yes,Neutral,Yes,Extremely competitive,Extremely competitive,I now feel like it is less competitive,No chance,Asset pricing,9,1,8,10,10,8,A few times a week,3,2,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,,
2020-04-20 09:20:58,2020-04-20 09:30:33,IP Address,69.113.179.52,100,574,True,2020-04-20 09:30:33,R_2CCUK79Ov7J2pts,,,,,40.8155975341796875,-73.509002685546875,anonymous,EN,map122,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,,Wall Street-type occupation,10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm not sure,Neutral,Neutral,Netural,Netural,Netural,Neutral,Neutral,Neutral,Average,Above-average competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens",5,5,1,1,7,5,A few times a week,0,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,Yes because I watch the news more now,
2020-04-20 09:08:19,2020-04-20 09:31:06,IP Address,73.184.112.86,100,1366,True,2020-04-20 09:31:06,R_3ETlBaXR0jdrHaM,,,,,33.523101806640625,-84.35790252685546875,anonymous,EN,bdg21,Sophomore,,May of,2022,,,This is my first formal economics course,,I am interested in economics as a subject.,,,"Wall Street-type occupation,Working for a government agency, non-profit, foundation, NGO, etc.",100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,Yes,No,No,No,Yes,I'm not sure,I'm not sure,Average,Above-average competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,8,1,5,6,6,Daily,1,2,3,"Yes, it increases my probability.",,Neither of my parents received a college or university degree.,True,No,Black or African America (including Africa and Caribbean),Female,Yes,,
2020-04-20 09:47:44,2020-04-20 09:53:06,IP Address,174.107.67.12,100,322,True,2020-04-20 09:53:06,R_33kFOR0622zFuWn,,,,,33.96319580078125,-80.9340972900390625,anonymous,EN,fw70,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,The caliber of the professor,"Consultant,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",90,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,I'm not sure,Yes,Netural,I'm not sure,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",6,7,3,9,9,8,A few times a week,3,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,"I feel like the COVID-19 situation has made me more interested in economics as a subject because of how the pandemic is currently affecting our global economy--I want to be able to understand these current changes. ",
2020-04-20 10:14:35,2020-04-20 10:18:31,IP Address,100.33.55.170,100,236,True,2020-04-20 10:18:31,R_bedyKtYP729cNLr,,,,,40.90460205078125,-73.81169891357421875,anonymous,EN,rar58,Junior,,May of,2021,,,This is my first formal economics course,,Other—please describe.,It is required by my major,Scheduling issues,"Policy Analyst,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,Asset pricing,4,4,3,4,8,8,A few times a week,1,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,,
2020-04-20 10:20:03,2020-04-20 10:24:19,IP Address,96.33.240.164,100,255,True,2020-04-20 10:24:19,R_2b3nU1Ph6g6GL68,,,,,35.8455963134765625,-83.5391998291015625,anonymous,EN,msp54,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,,"Academic or Researcher,Medical profession",4,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Neutral,Yes,Yes,Yes,I'm not sure,I'm not sure,I'm not sure,Average,Extremely competitive,I now feel like it is less competitive,No chance,"Asset pricing,Marriage and divorce,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,8,0,2,4,5,Daily,2,2,1,"No, it is irrelevant.",,"I don't know, N/A.",True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,Not really,
2020-04-20 10:49:55,2020-04-20 10:56:16,IP Address,76.108.134.145,100,381,True,2020-04-20 10:56:16,R_2B9RO6ac7r2b8c7,,,,,26.0670928955078125,-80.27680206298828125,anonymous,EN,Gbg8,Freshman,,May of,2023,,,High school AP economics course(s).,,I am interested in economics as a subject.,,The caliber of the professor,"Wall Street-type occupation,Consultant",100,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Netural,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Above-average competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",9,6,3,9,10,7,Daily,2,2,2,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,,
2020-04-20 11:05:38,2020-04-20 11:12:12,IP Address,73.85.122.0,100,393,True,2020-04-20 11:12:12,R_10rDfHU53OLMFOM,,,,,26.016204833984375,-80.19550323486328125,anonymous,EN,kml95,Freshman,,May of,2023,,,Other—please describe.,I only took macro economics in highscool,I am interested in economics as a subject.,,The caliber of the professor,"Wall Street-type occupation,Policy Analyst,Consultant",40,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Neutral,Neutral,No,No,Netural,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is less competitive,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,6,2,3,10,6,Daily,4,2,3,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,False,No,"Black or African America (including Africa and Caribbean),White (including Middle Eastern)",Female,Yes,,
2020-04-20 11:19:01,2020-04-20 11:22:36,IP Address,174.228.11.93,100,214,True,2020-04-20 11:22:36,R_3KGyrNVjkdya8Sh,,,,,27.9589996337890625,-82.49379730224609375,anonymous,EN,ark61,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Netural,Netural,Netural,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,1,1,10,10,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,No.,
2020-04-20 11:24:13,2020-04-20 11:30:43,IP Address,69.115.152.240,100,389,True,2020-04-20 11:30:44,R_2472S0GiAfduut3,,,,,41.1519012451171875,-73.50710296630859375,anonymous,EN,mb614,Sophomore,,December of,,,2022,This is my first formal economics course,,I am interested in economics as a subject.,,,Medical profession,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Netural,No,Netural,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",4,5,2,0,8,10,A few times a week,3,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,No," "," "
2020-04-20 11:29:29,2020-04-20 11:32:57,IP Address,172.251.56.113,100,208,True,2020-04-20 11:32:58,R_3F41bTikzwwS8Rg,,,,,34.2666015625,-118.7642974853515625,anonymous,EN,jp448,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,The caliber of the professor,"Wall Street-type occupation,Consultant",100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,4,6,7,8,9,Daily,3,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,,"American Indian or Alaska Native (including all Original Peoples of the Americas),White (including Middle Eastern)",Male,Yes,,
2020-04-20 11:41:35,2020-04-20 11:47:22,IP Address,108.6.28.140,100,347,True,2020-04-20 11:47:23,R_3HjOb8MFzCnKXwQ,,,,,40.5832061767578125,-73.65940093994140625,anonymous,EN,jap124,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.",,,Medical profession,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Pick one or two majors,,,,,,,,,,,Yes,Neutral,Yes,Yes,Netural,Yes,Yes,Neutral,Neutral,Above-average competitive,Above-average competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",3,2,7,2,2,7,A few times a month,4,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,,
2020-04-20 11:41:41,2020-04-20 11:47:29,IP Address,173.24.174.120,100,348,True,2020-04-20 11:47:30,R_vGjZhfWWU6OWPgR,,,,,42.51220703125,-90.7384033203125,anonymous,EN,jmr138,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,,"Policy Analyst,Working for a government agency, non-profit, foundation, NGO, etc.",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,Pick one or two majors,Yes,I'm not sure,I'm not sure,Yes,Yes,I'm not sure,Yes,I'm not sure,I'm not sure,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,0,8,10,10,8,Daily,1,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,"I wanted to have lunch with my professor because we do not get the chance to truly interact with her in a large lecture setting. I was unable to do due to the semester being cut short, and thus, I was unsure of her personal attitudes towards myself.",
2020-04-20 11:41:15,2020-04-20 11:47:49,IP Address,47.210.123.24,100,393,True,2020-04-20 11:47:49,R_2ANCpXqL1wc824F,,,,,32.54339599609375,-93.70110321044921875,anonymous,EN,lmj33,Freshman,,May of,2023,,,This is my first formal economics course,,Other—please describe.,for a major requirement,,None of the above,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,No,I'm not sure,Netural,No,I'm not sure,Yes,I'm not sure,I'm not sure,Above-average competitive,Average,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,2,10,10,10,8,A few times a week,3,2,1,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,I feel far less interested in the subject due to the online format,"please, no more online classes"
2020-04-20 11:56:45,2020-04-20 11:59:53,IP Address,173.68.65.253,100,188,True,2020-04-20 11:59:54,R_2eX3QzwK2h0iDFv,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,lg223,Freshman,,May of,2023,,,This is my first formal economics course,,Other—please describe.,Required for some other majors,,"Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Neutral,No,Yes,Netural,No,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,0,8,4,10,10,Daily,2,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,,
2020-04-20 12:16:54,2020-04-20 12:21:15,IP Address,174.192.149.49,100,260,True,2020-04-20 12:21:15,R_1opO8QG0j2a4qkV,,,,,42.965606689453125,-88.045501708984375,anonymous,EN,Rmc65,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,,None of the above,80,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",6,8,4,4,8,6,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,"American Indian or Alaska Native (including all Original Peoples of the Americas),White (including Middle Eastern)",Male,Yes,No,
2020-04-20 12:57:20,2020-04-20 13:01:35,IP Address,69.243.0.193,100,254,True,2020-04-20 13:01:35,R_32JWyKC6hTXZWFo,,,,,38.8155059814453125,-77.1204986572265625,anonymous,EN,jmg137,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,,"Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",91,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Netural,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,4,3,3,6,9,Daily,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,No,
2020-04-20 13:43:14,2020-04-20 13:46:49,IP Address,108.28.166.202,100,215,True,2020-04-20 13:46:49,R_AbzfwWyCmhIUXxD,,,,,38.8596954345703125,-77.197998046875,anonymous,EN,cec84,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,,"Wall Street-type occupation,Consultant",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",2,2,3,2,8,7,Daily,1,4,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,Yes,White (including Middle Eastern),Female,Yes,,
2020-04-20 14:06:07,2020-04-20 14:10:09,IP Address,98.242.186.33,100,242,True,2020-04-20 14:10:10,R_2rT08D243PNV8F5,,,,,25.76409912109375,-80.27020263671875,anonymous,EN,"msr55 ",Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,The caliber of the professor,"Wall Street-type occupation,Consultant",78,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",8,7,5,6,10,10,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,Yes,White (including Middle Eastern),Male,Yes,,
2020-04-20 15:26:37,2020-04-20 15:31:36,IP Address,70.52.99.160,100,298,True,2020-04-20 15:31:36,R_2TAZmhLHi3UG00R,,,,,45.533203125,-73.609100341796875,anonymous,EN,hp129,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,Scheduling issues,Wall Street-type occupation,30,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Netural,Yes,Yes,Neutral,Neutral,Above-average competitive,Average,No chance,No chance,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",4,7,6,3,5,5,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,No,,
2020-04-20 16:09:20,2020-04-20 16:12:45,IP Address,72.226.81.219,100,205,True,2020-04-20 16:12:45,R_4VGp8Z275Hm9WFz,,,,,40.757904052734375,-73.933197021484375,anonymous,EN,jbf33,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,,"Wall Street-type occupation,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",80,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I'm not sure,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce",7,6,4,10,10,10,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Female,Yes,,
2020-04-20 22:36:05,2020-04-20 22:39:38,IP Address,69.125.209.244,100,213,True,2020-04-20 22:39:38,R_AL4OcrJ6IqaN9ip,,,,,40.9208984375,-72.34909820556640625,anonymous,EN,ccm61,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,The caliber of the professor,"Wall Street-type occupation,Lawyer",17,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Neutral,No,Neutral,Above-average competitive,Above-average competitive,No chance,No chance,Asset pricing,6,1,4,10,10,2,A few times a week,3,1,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,no,
2020-04-21 09:31:43,2020-04-21 09:36:48,IP Address,174.48.190.69,100,304,True,2020-04-21 09:36:48,R_2xFq8jyAmCgPfkk,,,,,26.8238067626953125,-80.1407012939453125,anonymous,EN,cjp55,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,The caliber of the professor,"Policy Analyst,Consultant,Lawyer",10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,Pick one or two majors,,,,,,Yes,Yes,Yes,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,1,7,6,7,8,A few times a week,4,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,American Indian or Alaska Native (including all Original Peoples of the Americas),Male,Yes,,
2020-04-21 14:46:47,2020-04-21 14:53:19,IP Address,70.250.116.60,100,392,True,2020-04-21 14:53:19,R_2tu7X7ApKqO7icB,,,,,35.91510009765625,-79.097198486328125,anonymous,EN,dlh69,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,The caliber of the professor,"Consultant,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,Neutral,Neutral,Neutral,Netural,Yes,Netural,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,5,5,5,5,A few times a week,3,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,n/a,
2020-04-21 18:08:37,2020-04-21 18:11:50,IP Address,73.39.72.33,100,192,True,2020-04-21 18:11:50,R_3mh0tNnnZfBz8yu,,,,,39.3153076171875,-77.76940155029296875,anonymous,EN,zmk5,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,,None of the above,1,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I'm not sure,Netural,Netural,Netural,Yes,Neutral,Neutral,Average,Above-average competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,4,3,3,5,5,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,No,
