StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
2020-02-18 05:45:47,2020-02-18 05:48:45,IP Address,152.3.43.56,100,178,True,2020-02-18 05:48:45,R_1GJ6EXvxA1jR5lg,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Amb264,Yes,Sophomore,,May of,2022,,,ECON 101,,I am interested in economics as a subject.,,"Policy Analyst,Consultant",100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,5,5,5,8,8,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Male,Yes,
2020-02-18 05:47:02,2020-02-18 05:50:17,IP Address,198.86.29.22,100,195,True,2020-02-18 05:50:17,R_3hu9YtekQRY0ITO,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Ars103,Yes,Sophomore,,May of,2022,,,ECON 101,,I am interested in economics as a subject.,,Consultant,94,I expect a single major in economics,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,Marriage and divorce,7,4,2,4,7,7,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,,,Yes,
2020-02-18 05:47:36,2020-02-18 05:50:53,IP Address,198.86.29.22,100,196,True,2020-02-18 05:50:53,R_28CjLSSrM9Yusqd,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,sbc38,No,Sophomore,,May of,2022,,,ECON 101,,"I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Neutral,No,Yes,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,2,4,2,6,8,Daily,2,3,1,"No, it is irrelevant.",,Only my father received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 05:53:47,2020-02-18 05:57:14,IP Address,107.77.237.53,100,206,True,2020-02-18 05:57:14,R_2zIT1U2kzEqcimI,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,emb85,No,Freshman,,May of,2021,,,ECON 101,,I am interested in economics as a subject.,,"Policy Analyst,Working for a government agency, non-profit, foundation, NGO, etc.",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,2,5,1,9,10,Daily,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 06:11:33,2020-02-18 06:15:08,IP Address,107.77.249.15,100,215,True,2020-02-18 06:15:09,R_23VsRMlFQZSbIgu,,,,,33.60260009765625,-84.476898193359375,anonymous,EN,wrh23,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Working for a government agency, non-profit, foundation, NGO, etc.",65,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Average,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,3,3,7,9,Daily,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 06:13:14,2020-02-18 06:16:40,IP Address,152.3.43.43,100,205,True,2020-02-18 06:16:40,R_3n6QELGCaaikPyx,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,0690438,Yes,Freshman,,May of,2023,,,"High school AP economics course(s).,ECON 101",,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Medical profession",90,I expect a single major in economics,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Yes,Neutral,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",4,5,0,0,0,1,Daily,4,3,2,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,False,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
2020-02-18 06:29:39,2020-02-18 06:33:14,IP Address,152.3.43.40,100,214,True,2020-02-18 06:33:14,R_2fATmS9VW82nkIK,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,rr244,No,Freshman,,May of,2023,,,High school AP economics course(s).,,I am interested in economics as a subject.,,"Wall Street-type occupation,Consultant",80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",6,6,1,8,2,2,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 06:27:41,2020-02-18 06:33:25,IP Address,152.3.43.55,100,343,True,2020-02-18 06:33:25,R_3QYNfO1wN5IvVwL,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,amm198,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,Academic or Researcher,25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Yes,Yes,Neutral,Yes,Yes,Neutral,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,9,1,3,5,6,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 06:32:37,2020-02-18 06:35:24,IP Address,152.3.43.41,100,167,True,2020-02-18 06:35:24,R_1Lvdt4ExVEScRkW,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,sso8,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",85,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,10,7,7,8,10,A few times a week,1,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 06:34:44,2020-02-18 06:38:30,IP Address,174.245.113.35,100,226,True,2020-02-18 06:38:30,R_1LOvgyiqAMcVaje,,,,,35.7969970703125,-78.68650054931640625,anonymous,EN,lcr30,Yes,Freshman,,May of,2023,,,"High school AP economics course(s).,ECON 101",,"I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",90,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,7,7,7,8,9,A few times a week,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
2020-02-18 06:39:19,2020-02-18 06:42:26,IP Address,174.193.9.136,100,186,True,2020-02-18 06:42:26,R_2Ba4PH0XIBzF7zD,,,,,34.9250946044921875,-80.7277984619140625,anonymous,EN,dcs54,Yes,Sophomore,,May of,2022,,,ECON 101,,It will help me achieve my career goals.,,"Consultant,Medical profession",0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Average,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",3,5,1,6,10,10,Hardly ever,3,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,
2020-02-18 06:39:45,2020-02-18 06:42:46,IP Address,152.3.43.40,100,181,True,2020-02-18 06:42:47,R_1GWDSOatCnm34HU,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,hbs12,No,Freshman,,May of,2023,,,High school AP economics course(s).,,Other—please describe.,,Consultant,70,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Yes,Yes,Yes,Extremely competitive,Above-average competitive,Asset pricing,6,6,3,9,8,8,Daily,3,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 06:41:10,2020-02-18 06:45:11,IP Address,152.3.43.53,100,240,True,2020-02-18 06:45:11,R_2PBa4D5CQUmHZdO,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,acc95,Yes,Freshman,,May of,2023,,,ECON 101,,I am interested in economics as a subject.,,"Academic or Researcher,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",10,7,10,10,10,10,A few times a week,4,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,Yes,White (including Middle Eastern),Female,Yes,
2020-02-18 06:41:07,2020-02-18 06:46:39,IP Address,152.3.43.55,100,332,True,2020-02-18 06:46:39,R_3em3lsKkvOFO8xG,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,rbw17,No,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Wall Street-type occupation,80,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens",9,9,0,0,9,9,A few times a week,4,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 06:56:11,2020-02-18 07:00:05,IP Address,152.3.43.41,100,234,True,2020-02-18 07:00:06,R_xfmek3c3VmmMsh3,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,sau5,No,Junior,,May of,2021,,,"Transfer or study abroad credit,ECON 101",,"I am interested in economics as a subject.,Other—please describe.",i am pursuing the economics minor,Wall Street-type occupation,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,Yes,Yes,Neutral,Yes,Yes,Neutral,Above-average competitive,Average,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,3,1,1,8,8,Daily,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Black or African America (including Africa and Caribbean),Female,Yes,
2020-02-18 06:53:58,2020-02-18 07:04:03,IP Address,152.3.43.57,100,605,True,2020-02-18 07:04:04,R_33yBWxzhlxe367G,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,rm374,No,Sophomore,,May of,2022,,,ECON 101,,"I am interested in economics as a subject.,It will help me achieve my career goals.,Other—please describe.","Economics Minor ",None of the above,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Neutral,No,I'm not sure,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",4,6,10,9,7,9,A few times a week,1,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,Yes,White (including Middle Eastern),Female,Yes,
2020-02-18 07:04:43,2020-02-18 07:10:18,IP Address,152.3.43.55,100,334,True,2020-02-18 07:10:18,R_2AGNT8BNh7zbNug,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,mlp74,No,Sophomore,,May of,2022,,,ECON 101,,It will help me achieve my career goals.,,Wall Street-type occupation,100,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Yes,Neutral,Neutral,Above-average competitive,Above-average competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,7,0,3,7,7,A few times a week,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:06:28,2020-02-18 07:10:50,IP Address,152.3.43.52,100,262,True,2020-02-18 07:10:51,R_1IsG4OthzApvNcD,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Crm85,Yes,Sophomore,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.",,"Wall Street-type occupation,Consultant",0,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,Asset pricing,7,5,4,5,5,6,A few times a week,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 07:10:34,2020-02-18 07:13:02,IP Address,152.3.43.43,100,148,True,2020-02-18 07:13:03,R_Q9Duhp6bvnI1H6V,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Wbb12,Yes,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,Lawyer,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,Asset pricing,10,2,2,2,5,10,Daily,4,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:13:24,2020-02-18 07:15:38,IP Address,152.3.43.44,100,133,True,2020-02-18 07:15:38,R_1pWs5mPDzj3irLT,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,ef119,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.",,"Wall Street-type occupation,Consultant",50,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,Asset pricing,8,9,2,2,2,2,A few times a week,3,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Female,Yes,
2020-02-18 06:44:56,2020-02-18 07:17:30,IP Address,152.3.43.45,100,1953,True,2020-02-18 07:17:30,R_2XcEkuOV9Cd1ugI,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jjz9,No,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential interests.,,None of the above,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Neutral,No,Neutral,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,6,6,6,7,8,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,,,Yes,
2020-02-18 07:17:59,2020-02-18 07:21:21,IP Address,152.3.43.53,100,201,True,2020-02-18 07:21:21,R_1cTEbPbFr8ME97j,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,dmc95,No,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential career paths.,,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",90,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Neutral,Above-average competitive,Above-average competitive,"Marriage and divorce,Optimal rate at which to switch telephone service providers",5,2,2,6,9,9,A few times a week,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 07:21:28,2020-02-18 07:24:38,IP Address,198.86.29.21,100,190,True,2020-02-18 07:24:38,R_zYUB78ceoVgQgAV,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,oew2,Yes,Freshman,,May of,2023,,,ECON 101,,I am exploring potential interests.,,"Policy Analyst,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",40,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Yes,No,Neutral,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,2,5,2,8,9,Hardly ever,2,3,0,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 07:24:45,2020-02-18 07:28:29,IP Address,72.89.235.23,100,224,True,2020-02-18 07:28:29,R_27WPUXQV6IeAgQr,,,,,41.1696014404296875,-73.76920318603515625,anonymous,EN,mnt20,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant",55,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Yes,I'm not sure,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",8,10,1,1,3,7,Daily,1,1,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:24:40,2020-02-18 07:28:39,IP Address,152.3.43.55,100,238,True,2020-02-18 07:28:39,R_XH5jlmuJz0iCKLD,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,qk6,No,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",95,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Yes,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,8,6,8,7,6,Daily,2,2,3,"No, it is irrelevant.",,Only my mother received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 07:31:07,2020-02-18 07:34:21,IP Address,107.77.223.37,100,193,True,2020-02-18 07:34:21,R_22nQlhab73MMbZY,,,,,40.70660400390625,-74.20269775390625,anonymous,EN,ina4,No,Junior,,May of,2021,,,ECON 101,,I am interested in economics as a subject.,,Consultant,1,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Neutral,No,Neutral,Yes,Yes,Yes,Extremely competitive,Above-average competitive,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",6,1,10,7,10,10,A few times a week,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,
2020-02-18 07:32:57,2020-02-18 07:36:26,IP Address,152.3.43.44,100,209,True,2020-02-18 07:36:27,R_1KfECxqYeOupO2Y,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,sr356,Yes,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",95,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,7,5,5,10,8,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:31:50,2020-02-18 07:36:55,IP Address,152.3.43.53,100,304,True,2020-02-18 07:36:56,R_vfyzmoHQIzRgf3b,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Ntv5,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,5,5,2,6,10,A few times a week,5,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:34:34,2020-02-18 07:37:50,IP Address,198.86.29.22,100,195,True,2020-02-18 07:37:51,R_1gcg0460hp5Gsjy,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,es342,No,Sophomore,,May of,2022,,,High school AP economics course(s).,,I am exploring potential career paths.,,Wall Street-type occupation,10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,5,1,1,5,7,A few times a week,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 07:38:44,2020-02-18 07:40:29,IP Address,152.3.43.48,100,104,True,2020-02-18 07:40:29,R_25KHWopx4yrgkJ9,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,zt31,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Wall Street-type occupation,77,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Below-average competitive,Below-average competitive,Asset pricing,8,7,0,0,0,0,A few times a month,2,2,3,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,False,,,,Yes,
